time,value,status_quality_control,censor_reason,censor_limit
2025-06-16T12:29:35+0200,3.573,goedgekeurd,,
2025-06-16T13:29:35+0200,3.574,goedgekeurd,,
2025-06-16T14:29:36+0200,3.565,goedgekeurd,,
2025-06-16T15:29:36+0200,3.558,goedgekeurd,,
2025-06-16T16:29:36+0200,3.551,goedgekeurd,,
2025-06-16T17:29:36+0200,3.535,goedgekeurd,,
2025-06-16T18:29:36+0200,3.534,goedgekeurd,,
2025-06-16T19:29:36+0200,3.522,goedgekeurd,,
2025-06-16T20:29:36+0200,3.508,goedgekeurd,,
2025-06-16T21:29:36+0200,3.504,goedgekeurd,,
2025-06-16T22:29:37+0200,3.487,goedgekeurd,,
2025-06-16T23:29:37+0200,3.480,goedgekeurd,,
2025-06-17T00:29:38+0200,3.473,goedgekeurd,,
2025-06-17T01:29:38+0200,3.467,goedgekeurd,,
2025-06-17T02:29:38+0200,3.458,goedgekeurd,,
2025-06-17T03:29:38+0200,3.449,goedgekeurd,,
2025-06-17T04:29:38+0200,3.443,goedgekeurd,,
2025-06-17T05:29:38+0200,3.443,goedgekeurd,,
2025-06-17T06:29:38+0200,3.436,goedgekeurd,,
2025-06-17T07:29:38+0200,3.431,goedgekeurd,,
2025-06-17T08:29:38+0200,3.421,goedgekeurd,,
2025-06-17T09:29:39+0200,3.409,goedgekeurd,,
2025-06-17T10:29:39+0200,3.402,goedgekeurd,,
2025-06-17T11:29:39+0200,3.395,goedgekeurd,,
2025-06-17T12:29:39+0200,3.381,goedgekeurd,,
2025-06-17T13:29:40+0200,3.378,goedgekeurd,,
2025-06-17T14:29:40+0200,3.372,goedgekeurd,,
2025-06-17T15:29:39+0200,3.371,goedgekeurd,,
2025-06-17T16:29:40+0200,3.355,goedgekeurd,,
2025-06-17T17:29:40+0200,3.362,goedgekeurd,,
2025-06-17T18:29:40+0200,3.360,goedgekeurd,,
2025-06-17T19:29:41+0200,3.366,goedgekeurd,,
2025-06-17T20:29:41+0200,3.364,goedgekeurd,,
2025-06-17T21:29:41+0200,3.364,goedgekeurd,,
2025-06-17T22:29:41+0200,3.357,goedgekeurd,,
2025-06-17T23:29:41+0200,3.349,goedgekeurd,,
2025-06-18T00:29:42+0200,3.357,goedgekeurd,,
2025-06-18T01:29:41+0200,3.356,goedgekeurd,,
2025-06-18T02:29:42+0200,3.354,goedgekeurd,,
2025-06-18T03:29:42+0200,3.357,goedgekeurd,,
2025-06-18T04:29:42+0200,3.338,goedgekeurd,,
2025-06-18T05:29:42+0200,3.334,goedgekeurd,,
2025-06-18T06:29:43+0200,3.335,goedgekeurd,,
2025-06-18T07:29:43+0200,3.330,goedgekeurd,,
2025-06-18T08:29:43+0200,3.323,goedgekeurd,,
2025-06-18T09:29:43+0200,3.313,goedgekeurd,,
2025-06-18T10:29:43+0200,3.310,goedgekeurd,,
2025-06-18T11:29:43+0200,3.308,goedgekeurd,,
2025-06-18T12:29:43+0200,3.302,goedgekeurd,,
2025-06-18T13:29:44+0200,3.297,goedgekeurd,,
2025-06-18T14:29:44+0200,3.283,goedgekeurd,,
2025-06-18T15:29:44+0200,3.283,goedgekeurd,,
2025-06-18T16:29:45+0200,3.282,goedgekeurd,,
2025-06-18T17:29:45+0200,3.280,goedgekeurd,,
2025-06-18T18:29:45+0200,3.273,goedgekeurd,,
2025-06-18T19:29:44+0200,3.268,goedgekeurd,,
2025-06-18T20:29:45+0200,3.264,goedgekeurd,,
2025-06-18T21:29:45+0200,3.262,goedgekeurd,,
2025-06-18T22:29:45+0200,3.256,goedgekeurd,,
2025-06-18T23:29:46+0200,3.247,goedgekeurd,,
2025-06-19T00:29:46+0200,3.237,goedgekeurd,,
2025-06-19T01:29:46+0200,3.226,goedgekeurd,,
2025-06-19T02:29:46+0200,3.222,goedgekeurd,,
2025-06-19T03:29:46+0200,3.217,goedgekeurd,,
2025-06-19T04:29:46+0200,3.211,goedgekeurd,,
2025-06-19T05:29:46+0200,3.209,goedgekeurd,,
2025-06-19T06:29:46+0200,3.201,goedgekeurd,,
2025-06-19T07:29:46+0200,3.201,goedgekeurd,,
2025-06-19T08:29:47+0200,3.204,goedgekeurd,,
2025-06-19T09:29:47+0200,3.193,goedgekeurd,,
2025-06-19T10:29:47+0200,3.194,goedgekeurd,,
2025-06-19T11:29:47+0200,3.189,goedgekeurd,,
2025-06-19T12:29:47+0200,3.183,goedgekeurd,,
2025-06-19T13:29:47+0200,3.180,goedgekeurd,,
2025-06-19T14:29:47+0200,3.179,goedgekeurd,,
2025-06-19T15:29:48+0200,3.175,goedgekeurd,,
2025-06-19T16:29:48+0200,3.170,goedgekeurd,,
2025-06-19T17:29:49+0200,3.170,goedgekeurd,,
2025-06-19T18:29:48+0200,3.171,goedgekeurd,,
2025-06-19T19:29:49+0200,3.172,goedgekeurd,,
2025-06-19T20:29:49+0200,3.174,goedgekeurd,,
2025-06-19T21:29:49+0200,3.171,goedgekeurd,,
2025-06-19T22:29:49+0200,3.167,goedgekeurd,,
2025-06-19T23:29:49+0200,3.168,goedgekeurd,,
